"","V1","size","expr","time"
"135","labels",470,"opart",538600
"136","labels",650,"opart",1059900
"137","labels",650,"fpop",290300
"138","labels",650,"labelled_opart",441500
"139","labels",650,"labelled_opart",363200
"140","labels",650,"opart",1028400
"141","labels",650,"fpop",259900
"142","labels",650,"labelled_opart",364100
"143","labels",650,"opart",1026900
"144","labels",650,"fpop",260200
"145","labels",409,"opart",459600
"146","labels",409,"opart",425500
"147","labels",409,"labelled_opart",302200
"148","labels",409,"fpop",170500
"149","labels",409,"labelled_opart",225700
"150","labels",409,"opart",426600
"151","labels",409,"fpop",145400
"152","labels",409,"fpop",145900
"153","labels",409,"labelled_opart",267300
"154","labels",508,"labelled_opart",422500
"155","labels",508,"labelled_opart",305900
"156","labels",508,"opart",633200
"157","labels",508,"labelled_opart",290900
"158","labels",508,"opart",628000
"159","labels",508,"fpop",197300
"160","labels",508,"opart",628200
"161","labels",508,"fpop",169600
"162","labels",508,"fpop",166600
"163","labels",451,"opart",553200
"164","labels",451,"opart",507500
"165","labels",451,"fpop",246700
"166","labels",451,"fpop",167500
"167","labels",451,"labelled_opart",351400
"168","labels",451,"fpop",163900
"169","labels",451,"labelled_opart",291600
"170","labels",451,"labelled_opart",258700
"171","labels",451,"opart",502600
"172","labels",535,"opart",727300
"173","labels",535,"opart",691700
"174","labels",535,"fpop",223000
"175","labels",535,"fpop",206400
"176","labels",535,"opart",691800
"177","labels",535,"labelled_opart",429400
"178","labels",535,"fpop",228100
"179","labels",535,"labelled_opart",370500
"180","labels",535,"labelled_opart",353800
"181","labels",535,"fpop",312300
"182","labels",535,"labelled_opart",360300
"183","labels",535,"fpop",247800
"184","labels",535,"opart",715400
"185","labels",535,"opart",705200
"186","labels",535,"labelled_opart",284200
"187","labels",535,"fpop",259400
"188","labels",535,"labelled_opart",273400
"189","labels",535,"opart",706900
"190","labels",652,"labelled_opart",555900
"191","labels",652,"fpop",321700
"192","labels",652,"labelled_opart",448400
"193","labels",652,"opart",1027500
"194","labels",652,"fpop",238300
"195","labels",652,"opart",1014200
"196","labels",652,"opart",1004600
"197","labels",652,"labelled_opart",436200
"198","labels",652,"fpop",232900
"199","labels",467,"fpop",246700
"200","labels",467,"labelled_opart",390100
"201","labels",467,"fpop",165100
"202","labels",467,"opart",559800
"203","labels",467,"labelled_opart",310500
"204","labels",467,"opart",553400
"205","labels",467,"fpop",164600
"206","labels",467,"labelled_opart",308200
"207","labels",467,"opart",555900
"208","labels",404,"opart",469500
"209","labels",404,"fpop",175600
"210","labels",404,"labelled_opart",379900
"211","labels",404,"fpop",146200
"212","labels",404,"labelled_opart",315200
"213","labels",404,"opart",418300
"214","labels",404,"opart",411700
"215","labels",404,"fpop",138900
"216","labels",404,"labelled_opart",287300
"217","labels",502,"fpop",292200
"218","labels",502,"labelled_opart",584300
"219","labels",502,"labelled_opart",437100
"220","labels",502,"fpop",206400
"221","labels",502,"labelled_opart",439700
"222","labels",502,"opart",650300
"223","labels",502,"opart",646500
"224","labels",502,"opart",653000
"225","labels",502,"fpop",226700
"226","labels",507,"labelled_opart",462600
"227","labels",507,"opart",656600
"228","labels",507,"labelled_opart",317900
"229","labels",507,"fpop",211400
"230","labels",507,"labelled_opart",317200
"231","labels",507,"opart",647800
"232","labels",507,"opart",645500
"233","labels",507,"fpop",190000
"234","labels",507,"fpop",181000
"235","labels",487,"fpop",253900
"236","labels",487,"labelled_opart",585800
"237","labels",487,"opart",709500
"238","labels",487,"labelled_opart",528400
"239","labels",487,"fpop",191500
"240","labels",487,"opart",641900
"241","labels",487,"opart",630400
"242","labels",487,"labelled_opart",498900
"243","labels",487,"fpop",185000
"244","labels",455,"fpop",253700
"245","labels",455,"fpop",177800
"246","labels",455,"opart",530000
"247","labels",455,"opart",520600
"248","labels",455,"labelled_opart",336700
"249","labels",455,"labelled_opart",258100
"250","labels",455,"labelled_opart",240900
"251","labels",455,"fpop",182900
"252","labels",455,"opart",526100
"253","labels",474,"fpop",246500
"254","labels",474,"opart",578400
"255","labels",474,"fpop",161300
"256","labels",474,"opart",568400
"257","labels",474,"fpop",157400
"258","labels",474,"labelled_opart",469400
"259","labels",474,"opart",568800
"260","labels",474,"labelled_opart",394300
"261","labels",474,"labelled_opart",375800
"262","labels",456,"labelled_opart",496500
"263","labels",456,"fpop",213300
"264","labels",456,"labelled_opart",335700
"265","labels",456,"opart",567900
"266","labels",456,"opart",564000
"267","labels",456,"labelled_opart",310400
"268","labels",456,"opart",567400
"269","labels",456,"fpop",189000
"270","labels",456,"fpop",181400
"271","labels",476,"opart",597400
"272","labels",476,"fpop",211400
"273","labels",476,"fpop",173800
"274","labels",476,"opart",561100
"275","labels",476,"labelled_opart",356600
"276","labels",476,"opart",557000
"277","labels",476,"fpop",180500
"278","labels",476,"labelled_opart",288300
"279","labels",476,"labelled_opart",274300
"280","labels",409,"fpop",290800
"281","labels",409,"opart",470400
"282","labels",409,"labelled_opart",290600
"283","labels",409,"labelled_opart",205000
"284","labels",409,"labelled_opart",192900
"285","labels",409,"fpop",177200
"286","labels",409,"fpop",149100
"287","labels",409,"opart",455900
"288","labels",409,"opart",494900
"289","labels",408,"labelled_opart",405700
"290","labels",408,"opart",459800
"291","labels",408,"opart",447600
"292","labels",408,"labelled_opart",280800
"293","labels",408,"opart",444000
"294","labels",408,"fpop",175400
"295","labels",408,"fpop",157500
"296","labels",408,"labelled_opart",267900
"297","labels",408,"fpop",160700
"298","labels",344,"labelled_opart",431700
"299","labels",344,"fpop",176200
"300","labels",344,"labelled_opart",305300
"301","labels",344,"labelled_opart",277800
"302","labels",344,"fpop",170000
"303","labels",344,"opart",328600
"304","labels",344,"opart",317700
"305","labels",344,"opart",316300
"306","labels",344,"fpop",143800
"307","labels",469,"opart",608500
"308","labels",469,"labelled_opart",513100
"309","labels",469,"labelled_opart",407600
"310","labels",469,"opart",561900
"311","labels",469,"fpop",215800
"312","labels",469,"fpop",186200
"313","labels",469,"fpop",182200
"314","labels",469,"labelled_opart",392400
"315","labels",469,"opart",562400
"316","labels",498,"fpop",263000
"317","labels",498,"opart",683400
"318","labels",498,"fpop",195800
"319","labels",498,"opart",655800
"320","labels",498,"labelled_opart",402000
"321","labels",498,"labelled_opart",333200
"322","labels",498,"fpop",199900
"323","labels",498,"labelled_opart",330300
"324","labels",498,"opart",660400
"325","labels",310,"fpop",249600
"326","labels",310,"labelled_opart",374200
"327","labels",310,"fpop",156200
"328","labels",310,"fpop",126400
"329","labels",310,"opart",278100
"330","labels",310,"labelled_opart",303000
"331","labels",310,"opart",276900
"332","labels",310,"labelled_opart",284300
"333","labels",310,"opart",273500
"334","labels",499,"fpop",280800
"335","labels",499,"labelled_opart",370100
"336","labels",499,"labelled_opart",288100
"337","labels",499,"opart",625700
"338","labels",499,"opart",622300
"339","labels",499,"opart",617600
"340","labels",499,"fpop",201800
"341","labels",499,"labelled_opart",282900
"342","labels",499,"fpop",198500
"343","labels",316,"fpop",227100
"344","labels",316,"opart",292400
"345","labels",316,"fpop",135400
"346","labels",316,"labelled_opart",298200
"347","labels",316,"labelled_opart",218500
"348","labels",316,"opart",279400
"349","labels",316,"fpop",127500
"350","labels",316,"opart",275700
"351","labels",316,"labelled_opart",231300
"352","labels",468,"labelled_opart",366000
"353","labels",468,"labelled_opart",245400
"354","labels",468,"opart",617200
"355","labels",468,"opart",591000
"356","labels",468,"labelled_opart",238300
"357","labels",468,"fpop",203300
"358","labels",468,"fpop",203600
"359","labels",468,"fpop",261800
"360","labels",468,"opart",600800
"361","labels",646,"fpop",387800
"362","labels",646,"fpop",263400
"363","labels",646,"labelled_opart",583700
"364","labels",646,"opart",1011100
"365","labels",646,"opart",1026500
"366","labels",646,"opart",1007900
"367","labels",646,"labelled_opart",497900
"368","labels",646,"labelled_opart",555000
"369","labels",646,"fpop",245400
"370","labels",647,"opart",1058100
"371","labels",647,"fpop",264200
"372","labels",647,"labelled_opart",596900
"373","labels",647,"opart",997000
"374","labels",647,"opart",991500
"375","labels",647,"labelled_opart",517500
"376","labels",647,"fpop",232900
"377","labels",647,"fpop",221200
"378","labels",647,"labelled_opart",518300
"379","labels",657,"fpop",302500
"380","labels",657,"opart",1037000
"381","labels",657,"fpop",224800
"382","labels",657,"opart",1023700
"383","labels",657,"labelled_opart",565700
"384","labels",657,"labelled_opart",372900
"385","labels",657,"fpop",227200
"386","labels",657,"opart",1027800
"387","labels",657,"labelled_opart",410200
"388","labels",646,"fpop",297800
"389","labels",646,"labelled_opart",441200
"390","labels",646,"labelled_opart",327000
"391","labels",646,"labelled_opart",429800
"392","labels",646,"opart",999200
"393","labels",646,"fpop",237500
"394","labels",646,"opart",991300
"395","labels",646,"fpop",224200
"396","labels",646,"opart",990900
"397","labels",652,"fpop",267400
"398","labels",652,"labelled_opart",469300
"399","labels",652,"fpop",210500
"400","labels",652,"labelled_opart",418700
"401","labels",652,"opart",1030700
"402","labels",652,"fpop",209100
"403","labels",652,"labelled_opart",382000
"404","labels",652,"opart",1011500
"405","labels",652,"opart",1004300
"406","labels",652,"labelled_opart",598700
"407","labels",652,"opart",1047100
"408","labels",652,"fpop",307600
"409","labels",652,"labelled_opart",526500
"410","labels",652,"labelled_opart",458200
"411","labels",652,"opart",1052100
"412","labels",652,"fpop",278500
"413","labels",652,"fpop",227700
"414","labels",652,"opart",1012900
"415","labels",637,"fpop",314700
"416","labels",637,"labelled_opart",527800
"417","labels",637,"labelled_opart",436700
"418","labels",637,"fpop",231300
"419","labels",637,"opart",979700
"420","labels",637,"opart",981400
"421","labels",637,"labelled_opart",439400
"422","labels",637,"opart",975900
"423","labels",637,"fpop",223200
"424","labels",234,"fpop",175900
"425","labels",234,"labelled_opart",321800
"426","labels",234,"opart",165800
"427","labels",234,"opart",160200
"428","labels",234,"labelled_opart",235000
"429","labels",234,"opart",158200
"430","labels",234,"labelled_opart",227600
"431","labels",234,"fpop",108500
"432","labels",234,"fpop",89600
"433","labels",142,"opart",158500
"434","labels",142,"labelled_opart",309200
"435","labels",142,"fpop",108400
"436","labels",142,"fpop",68500
"437","labels",142,"labelled_opart",208700
"438","labels",142,"labelled_opart",182800
"439","labels",142,"opart",94400
"440","labels",142,"fpop",77300
"441","labels",142,"opart",85500
"442","labels",162,"labelled_opart",356000
"443","labels",162,"opart",108000
"444","labels",162,"opart",95100
"445","labels",162,"fpop",124500
"446","labels",162,"fpop",86800
"447","labels",162,"labelled_opart",231000
"448","labels",162,"fpop",89600
"449","labels",162,"labelled_opart",206700
"450","labels",162,"opart",103700
"451","labels",126,"labelled_opart",370900
"452","labels",126,"labelled_opart",185800
"453","labels",126,"labelled_opart",167900
"454","labels",126,"fpop",90300
"455","labels",126,"opart",72000
"456","labels",126,"fpop",66900
"457","labels",126,"opart",64800
"458","labels",126,"fpop",73900
"459","labels",126,"opart",69200
"460","labels",59,"labelled_opart",316500
"461","labels",59,"opart",47600
"462","labels",59,"fpop",73400
"463","labels",59,"fpop",54600
"464","labels",59,"opart",38900
"465","labels",59,"labelled_opart",181000
"466","labels",59,"fpop",56400
"467","labels",59,"opart",38900
"468","labels",59,"labelled_opart",170400
"469","labels",142,"labelled_opart",364700
"470","labels",142,"opart",89900
"471","labels",142,"fpop",107200
"472","labels",142,"labelled_opart",203200
"473","labels",142,"fpop",90100
"474","labels",142,"labelled_opart",195600
"475","labels",142,"opart",82600
"476","labels",142,"fpop",85900
"477","labels",142,"opart",80200
"478","labels",233,"opart",231400
"479","labels",233,"labelled_opart",425800
"480","labels",233,"opart",166300
"481","labels",233,"opart",157200
"482","labels",233,"fpop",126300
"483","labels",233,"labelled_opart",244000
"484","labels",233,"labelled_opart",206700
"485","labels",233,"fpop",104800
"486","labels",233,"fpop",93200
"487","labels",155,"labelled_opart",324200
"488","labels",155,"labelled_opart",204000
"489","labels",155,"fpop",106700
"490","labels",155,"opart",96400
"491","labels",155,"fpop",83800
"492","labels",155,"opart",92000
"493","labels",155,"opart",88900
"494","labels",155,"fpop",78900
"495","labels",155,"labelled_opart",208200
"496","labels",134,"opart",127200
"497","labels",134,"labelled_opart",286400
"498","labels",134,"fpop",104000
"499","labels",134,"fpop",78300
"500","labels",134,"labelled_opart",189800
"501","labels",134,"opart",80900
"502","labels",134,"labelled_opart",178700
"503","labels",134,"fpop",83200
"504","labels",134,"opart",85300
"505","labels",199,"labelled_opart",369500
"506","labels",199,"labelled_opart",210600
"507","labels",199,"fpop",123600
"508","labels",199,"fpop",96400
"509","labels",199,"labelled_opart",203300
"510","labels",199,"opart",144600
"511","labels",199,"fpop",101200
"512","labels",199,"opart",130400
"513","labels",199,"opart",126400
"514","labels",150,"labelled_opart",346500
"515","labels",150,"fpop",108600
"516","labels",150,"opart",89500
"517","labels",150,"fpop",72400
"518","labels",150,"labelled_opart",186600
"519","labels",150,"labelled_opart",166400
"520","labels",150,"opart",83900
"521","labels",150,"opart",79200
"522","labels",150,"fpop",75400
"523","labels",146,"labelled_opart",307000
"524","labels",146,"fpop",107400
"525","labels",146,"labelled_opart",194500
"526","labels",146,"labelled_opart",184100
"527","labels",146,"opart",86500
"528","labels",146,"fpop",87000
"529","labels",146,"opart",82800
"530","labels",146,"opart",80900
"531","labels",146,"fpop",79400
"532","labels",141,"labelled_opart",314700
"533","labels",141,"labelled_opart",187100
"534","labels",141,"opart",83200
"535","labels",141,"labelled_opart",164800
"536","labels",141,"opart",77500
"537","labels",141,"fpop",97100
"538","labels",141,"opart",77700
"539","labels",141,"fpop",75500
"540","labels",141,"fpop",73500
"541","labels",199,"opart",198900
"542","labels",199,"labelled_opart",317700
"543","labels",199,"opart",136400
"544","labels",199,"fpop",140200
"545","labels",199,"opart",136700
"546","labels",199,"labelled_opart",241900
"547","labels",199,"fpop",113200
"548","labels",199,"fpop",89000
"549","labels",199,"labelled_opart",205500
"550","labels",199,"labelled_opart",332300
"551","labels",199,"opart",136000
"552","labels",199,"opart",131400
"553","labels",199,"labelled_opart",194800
"554","labels",199,"labelled_opart",174800
"555","labels",199,"opart",130100
"556","labels",199,"fpop",113900
"557","labels",199,"fpop",89400
"558","labels",199,"fpop",94200
"559","labels",172,"opart",155300
"560","labels",172,"labelled_opart",294500
"561","labels",172,"labelled_opart",192800
"562","labels",172,"labelled_opart",182300
"563","labels",172,"opart",101700
"564","labels",172,"opart",97200
"565","labels",172,"fpop",98700
"566","labels",172,"fpop",78600
"567","labels",172,"fpop",80400
"568","labels",145,"fpop",182600
"569","labels",145,"labelled_opart",275700
"570","labels",145,"opart",84500
"571","labels",145,"labelled_opart",170700
"572","labels",145,"opart",77800
"573","labels",145,"fpop",82500
"574","labels",145,"fpop",72500
"575","labels",145,"opart",76000
"576","labels",145,"labelled_opart",165100
"577","labels",136,"opart",137400
"578","labels",136,"fpop",112300
"579","labels",136,"opart",75900
"580","labels",136,"labelled_opart",262900
"581","labels",136,"opart",74200
"582","labels",136,"labelled_opart",173800
"583","labels",136,"labelled_opart",164200
"584","labels",136,"fpop",83500
"585","labels",136,"fpop",71200
"586","labels",135,"labelled_opart",300300
"587","labels",135,"fpop",102700
"588","labels",135,"labelled_opart",176900
"589","labels",135,"fpop",67200
"590","labels",135,"opart",77000
"591","labels",135,"labelled_opart",173900
"592","labels",135,"opart",72600
"593","labels",135,"opart",68800
"594","labels",135,"fpop",65100
"595","labels",235,"fpop",171000
"596","labels",235,"fpop",110800
"597","labels",235,"opart",173500
"598","labels",235,"opart",161200
"599","labels",235,"fpop",101900
"600","labels",235,"labelled_opart",262300
"601","labels",235,"labelled_opart",188300
"602","labels",235,"labelled_opart",176500
"603","labels",235,"opart",165000
"604","labels",159,"fpop",159200
"605","labels",159,"labelled_opart",268900
"606","labels",159,"labelled_opart",177000
"607","labels",159,"opart",97200
"608","labels",159,"opart",89800
"609","labels",159,"fpop",85500
"610","labels",159,"fpop",72300
"611","labels",159,"opart",90900
"612","labels",159,"labelled_opart",184700
"613","labels",164,"fpop",159000
"614","labels",164,"labelled_opart",465200
"615","labels",164,"fpop",137500
"616","labels",164,"opart",119000
"617","labels",164,"opart",106000
"618","labels",164,"opart",103900
"619","labels",164,"fpop",82100
"620","labels",164,"labelled_opart",266300
"621","labels",164,"labelled_opart",208700
"622","labels",93,"fpop",151800
"623","labels",93,"opart",66600
"624","labels",93,"fpop",69800
"625","labels",93,"fpop",62700
"626","labels",93,"labelled_opart",265500
"627","labels",93,"opart",52200
"628","labels",93,"labelled_opart",183400
"629","labels",93,"labelled_opart",164800
"630","labels",93,"opart",50600
"631","labels",148,"fpop",175500
"632","labels",148,"labelled_opart",288500
"633","labels",148,"labelled_opart",182700
"634","labels",148,"fpop",81900
"635","labels",148,"opart",761100
"636","labels",148,"opart",78800
"637","labels",148,"fpop",71300
"638","labels",148,"labelled_opart",184900
"639","labels",148,"opart",82100
"640","labels",136,"fpop",145000
"641","labels",136,"labelled_opart",264000
"642","labels",136,"opart",82500
"643","labels",136,"fpop",80400
"644","labels",136,"opart",77500
"645","labels",136,"labelled_opart",182400
"646","labels",136,"labelled_opart",172600
"647","labels",136,"fpop",77100
"648","labels",136,"opart",75000
"649","labels",138,"labelled_opart",379200
"650","labels",138,"fpop",117400
"651","labels",138,"opart",101100
"652","labels",138,"labelled_opart",223400
"653","labels",138,"fpop",91900
"654","labels",138,"labelled_opart",197200
"655","labels",138,"fpop",82200
"656","labels",138,"opart",85100
"657","labels",138,"opart",81600
"658","labels",153,"opart",144100
"659","labels",153,"fpop",124500
"660","labels",153,"fpop",85700
"661","labels",153,"labelled_opart",267600
"662","labels",153,"opart",94000
"663","labels",153,"opart",87900
"664","labels",153,"labelled_opart",203400
"665","labels",153,"fpop",95700
"666","labels",153,"labelled_opart",182500
"667","labels",234,"opart",382100
"668","labels",234,"fpop",224100
"669","labels",234,"opart",298700
"670","labels",234,"opart",286800
"671","labels",234,"labelled_opart",404200
"672","labels",234,"fpop",189400
"673","labels",234,"labelled_opart",315300
"674","labels",234,"fpop",178100
"675","labels",234,"labelled_opart",319900
"676","labels",235,"opart",205300
"677","labels",235,"labelled_opart",318100
"678","labels",235,"labelled_opart",245200
"679","labels",235,"fpop",125300
"680","labels",235,"fpop",105000
"681","labels",235,"labelled_opart",229000
"682","labels",235,"fpop",104500
"683","labels",235,"opart",165300
"684","labels",235,"opart",165000
"685","labels",231,"opart",218500
"686","labels",231,"labelled_opart",305700
"687","labels",231,"opart",158200
"688","labels",231,"labelled_opart",214500
"689","labels",231,"opart",164900
"690","labels",231,"fpop",119400
"691","labels",231,"fpop",96400
"692","labels",231,"fpop",90000
"693","labels",231,"labelled_opart",212100
"694","labels",233,"opart",223200
"695","labels",233,"fpop",149200
"696","labels",233,"fpop",116000
"697","labels",233,"opart",171600
"698","labels",233,"fpop",110200
"699","labels",233,"labelled_opart",316500
"700","labels",233,"labelled_opart",242700
"701","labels",233,"labelled_opart",230200
"702","labels",233,"opart",171200
"703","labels",235,"opart",219000
"704","labels",235,"labelled_opart",328400
"705","labels",235,"fpop",132500
"706","labels",235,"fpop",110100
"707","labels",235,"fpop",103800
"708","labels",235,"opart",165900
"709","labels",235,"opart",161200
"710","labels",235,"labelled_opart",235900
"711","labels",235,"labelled_opart",235700
"712","labels",235,"labelled_opart",365300
"713","labels",235,"opart",173400
"714","labels",235,"fpop",139000
"715","labels",235,"fpop",118200
"716","labels",235,"fpop",111400
"717","labels",235,"opart",168200
"718","labels",235,"labelled_opart",342200
"719","labels",235,"opart",224700
"720","labels",235,"labelled_opart",284400
"721","labels",235,"fpop",174600
"722","labels",235,"opart",179000
"723","labels",235,"labelled_opart",278700
"724","labels",235,"labelled_opart",208800
"725","labels",235,"labelled_opart",197600
"726","labels",235,"fpop",117700
"727","labels",235,"opart",166000
"728","labels",235,"fpop",104000
"729","labels",235,"opart",164200
"730","labels",187,"opart",175100
"731","labels",187,"labelled_opart",311400
"732","labels",187,"labelled_opart",214200
"733","labels",187,"fpop",120800
"734","labels",187,"opart",116300
"735","labels",187,"labelled_opart",210700
"736","labels",187,"opart",112800
"737","labels",187,"fpop",92900
"738","labels",187,"fpop",88100
"739","labels",221,"opart",201900
"740","labels",221,"labelled_opart",318900
"741","labels",221,"opart",158800
"742","labels",221,"fpop",124300
"743","labels",221,"labelled_opart",221600
"744","labels",221,"fpop",113400
"745","labels",221,"fpop",118500
"746","labels",221,"opart",149600
"747","labels",221,"labelled_opart",207500
"748","labels",175,"labelled_opart",350900
"749","labels",175,"fpop",122800
"750","labels",175,"fpop",97100
"751","labels",175,"opart",119100
"752","labels",175,"opart",103500
"753","labels",175,"labelled_opart",206800
"754","labels",175,"labelled_opart",187600
"755","labels",175,"fpop",90600
"756","labels",175,"opart",107000
"757","labels",190,"opart",195400
"758","labels",190,"opart",132500
"759","labels",190,"labelled_opart",313600
"760","labels",190,"fpop",114600
"761","labels",190,"fpop",88300
"762","labels",190,"opart",130600
"763","labels",190,"labelled_opart",241100
"764","labels",190,"labelled_opart",212800
"765","labels",190,"fpop",100300
"766","labels",200,"labelled_opart",344700
"767","labels",200,"labelled_opart",214100
"768","labels",200,"opart",134500
"769","labels",200,"fpop",127800
"770","labels",200,"labelled_opart",198400
"771","labels",200,"fpop",101800
"772","labels",200,"opart",138900
"773","labels",200,"fpop",95700
"774","labels",200,"opart",128200
"775","labels",185,"fpop",189400
"776","labels",185,"labelled_opart",298600
"777","labels",185,"fpop",96400
"778","labels",185,"labelled_opart",212900
"779","labels",185,"opart",121100
"780","labels",185,"fpop",86600
"781","labels",185,"opart",117200
"782","labels",185,"opart",113700
"783","labels",185,"labelled_opart",206600
"784","labels",183,"opart",169500
"785","labels",183,"labelled_opart",310100
"786","labels",183,"labelled_opart",208000
"787","labels",183,"opart",116200
"788","labels",183,"fpop",118700
"789","labels",183,"fpop",99900
"790","labels",183,"opart",112400
"791","labels",183,"labelled_opart",217200
"792","labels",183,"fpop",105400
"793","labels",154,"fpop",161100
"794","labels",154,"fpop",97300
"795","labels",154,"opart",97200
"796","labels",154,"labelled_opart",280400
"797","labels",154,"fpop",92200
"798","labels",154,"labelled_opart",190400
"799","labels",154,"opart",90000
"800","labels",154,"opart",90700
"801","labels",154,"labelled_opart",185600
"802","labels",89,"fpop",122800
"803","labels",89,"opart",58300
"804","labels",89,"opart",45100
"805","labels",89,"labelled_opart",249000
"806","labels",89,"labelled_opart",171200
"807","labels",89,"fpop",59800
"808","labels",89,"opart",52700
"809","labels",89,"fpop",58000
"810","labels",89,"labelled_opart",183800
"811","labels",110,"labelled_opart",361600
"812","labels",110,"fpop",119600
"813","labels",110,"labelled_opart",206100
"814","labels",110,"fpop",76000
"815","labels",110,"opart",65900
"816","labels",110,"opart",58300
"817","labels",110,"opart",57300
"818","labels",110,"labelled_opart",174400
"819","labels",110,"fpop",66700
"820","labels",78,"labelled_opart",337300
"821","labels",78,"fpop",92200
"822","labels",78,"opart",48400
"823","labels",78,"fpop",54000
"824","labels",78,"fpop",49900
"825","labels",78,"opart",41200
"826","labels",78,"labelled_opart",176600
"827","labels",78,"labelled_opart",155100
"828","labels",78,"opart",42300
"829","labels",105,"opart",101000
"830","labels",105,"fpop",102900
"831","labels",105,"labelled_opart",267700
"832","labels",105,"labelled_opart",197800
